budget,id,original_title,revenue,release_date,month,year,popularity,runtime,status,title,vote_average,vote_count
25000000,40001,Mrs. Winterbourne,10070000,4/19/1996,19,1996,7.946769,105,Released,Mrs. Winterbourne,5.3,25
25000000,10861,Maximum Risk,51702483,9/13/1996,13,1996,10.115011,100,Released,Maximum Risk,5.2,101
25000000,18550,Fled,17193231,7/19/1996,19,1996,2.77255,98,Released,Fled,5.2,47
15000000,24206,Silent Trigger,76382,6/26/1996,26,1996,2.609057,93,Released,Silent Trigger,5,22
0,18975,The Adventures of Pinocchio,0,7/26/1996,26,1996,6.718497,90,Released,The Adventures of Pinocchio,5,54
18000000,10535,Spy Hard,0,5/24/1996,24,1996,11.238522,81,Released,Spy Hard,4.9,147
13000000,47502,Faithful,9789900,4/3/1996,3,1996,1.647335,91,Released,Faithful,4.8,4
45000000,9826,The Phantom,17300889,6/6/1996,6,1996,9.025236,100,Released,The Phantom,4.7,136
45000000,9625,The Glimmer Man,0,10/4/1996,4,1996,6.250282,92,Released,The Glimmer Man,4.7,100
40000000,9306,The Island of Dr. Moreau,49627779,8/23/1996,23,1996,13.210898,96,Released,The Island of Dr. Moreau,4.6,147
8000000,23570,The Pallbearer,0,5/3/1996,3,1996,2.149469,97,Released,The Pallbearer,4.6,30
50000000,9879,Striptease,113309743,6/28/1996,28,1996,11.106006,115,Released,Striptease,4.4,205
26500000,128,もののけ姫,159375308,7/12/1997,12,1997,60.732738,134,Released,Princess Mononoke,8.2,1983
10000000,27322,Love Jones,0,3/14/1997,14,1997,1.000178,104,Released,Love Jones,8.1,12
10000000,489,Good Will Hunting,225933435,12/5/1997,5,1997,43.734886,126,Released,Good Will Hunting,7.9,2811
180000,21334,بچه‌های آسمان,900000,8/1/1997,1,1997,7.072118,89,Released,Children of Heaven,7.8,112
35000000,2118,L.A. Confidential,126216940,9/19/1997,19,1997,24.860326,138,Released,L.A. Confidential,7.7,1310
4500000,17139,Karakter,0,4/17/1997,17,1997,0.011697,122,Released,Character,7.7,25
0,47686,Dream with the Fishes,0,1/1/1997,1,1997,0.948316,97,Released,Dream with the Fishes,7.7,10
200000000,597,Titanic,1845034188,11/18/1997,18,1997,100.025899,194,Released,Titanic,7.5,7562
50000000,2649,The Game,109423648,9/12/1997,12,1997,62.925175,129,Released,The Game,7.5,1506
15000000,4995,Boogie Nights,43101594,9/11/1997,11,1997,19.85579,155,Released,Boogie Nights,7.5,796
36000000,782,Gattaca,12532777,9/7/1997,7,1997,70.398356,106,Released,Gattaca,7.5,1808
53000000,9444,Anastasia,139804348,11/20/1997,20,1997,45.565918,94,Released,Anastasia,7.4,1432
35000000,9366,Donnie Brasco,41954997,2/27/1997,27,1997,40.370442,127,Released,Donnie Brasco,7.4,1147
20000,36095,キュア,99000,11/6/1997,6,1997,0.212443,111,Released,Cure,7.4,63
90000000,18,The Fifth Element,263920180,5/7/1997,7,1997,109.528572,126,Released,The Fifth Element,7.3,3885
12000000,184,Jackie Brown,39673162,12/24/1997,24,1997,40.631671,154,Released,Jackie Brown,7.3,1514
20000000,2639,Deconstructing Harry,10686841,8/26/1997,26,1997,11.352693,96,Released,Deconstructing Harry,7.3,187
50000000,2898,As Good as It Gets,314178011,12/19/1997,19,1997,37.885022,139,Released,As Good as It Gets,7.2,915
90000000,686,Contact,171120329,7/11/1997,11,1997,55.249434,150,Released,Contact,7.2,1308
57000000,1813,The Devil's Advocate,152944660,10/17/1997,17,1997,33.8473,144,Released,The Devil's Advocate,7.2,1374
10000000,29193,The Spanish Prisoner,13835130,9/8/1997,8,1997,3.091077,110,Released,The Spanish Prisoner,7.1,73
32000000,24662,Cats Don't Dance,3566637,3/26/1997,26,1997,4.098444,75,Released,Cats Don't Dance,7.1,24
70000000,978,Seven Years in Tibet,131457682,9/12/1997,12,1997,16.92991,136,Released,Seven Years in Tibet,7,630
20000000,16052,Selena,60000000,3/21/1997,21,1997,6.92592,127,Released,Selena,7,114
3000000,25719,Shooting Fish,302204,8/22/1997,22,1997,1.204941,109,Released,Shooting Fish,7,23
90000000,607,Men in Black,589390539,7/2/1997,2,1997,104.121555,98,Released,Men in Black,6.9,4412
0,9434,Grosse Pointe Blank,28084357,4/11/1997,11,1997,13.817269,107,Released,Grosse Pointe Blank,6.9,275
18000000,68924,The Ice Storm,8038061,9/27/1997,27,1997,14.916264,112,Released,The Ice Storm,6.9,176
250000,431,Cube,501818,9/9/1997,9,1997,44.656151,90,Released,Cube,6.9,1069
0,47452,Love and Death on Long Island,0,1/1/1997,1,1997,0.933891,93,Released,Love and Death on Long Island,6.9,11
3500000,9427,The Full Monty,257850122,8/13/1997,13,1997,17.002623,91,Released,The Full Monty,6.8,363
80000000,754,Face/Off,245676146,6/27/1997,27,1997,46.075037,138,Released,Face/Off,6.8,1583
36000000,11831,Amistad,74000000,12/3/1997,3,1997,3.698276,155,Released,Amistad,6.8,316
28000000,9746,Kundun,5684789,12/25/1997,25,1997,7.039189,134,Released,Kundun,6.8,91
5000000,10217,The Sweet Hereafter,3263585,5/14/1997,14,1997,7.673124,112,Released,The Sweet Hereafter,6.8,103
0,14585,In the Company of Men,0,1/19/1997,19,1997,2.634007,97,Released,In the Company of Men,6.8,44
105000000,563,Starship Troopers,121214377,11/6/1997,6,1997,58.782359,129,Released,Starship Troopers,6.7,1560
15000000,586,Wag the Dog,64256513,12/25/1997,25,1997,13.581966,97,Released,Wag the Dog,6.7,270
40000000,11975,The Rainmaker,45916769,11/18/1997,18,1997,12.229516,135,Released,The Rainmaker,6.7,235
0,9433,The Edge,43312294,9/6/1997,6,1997,20.632673,117,Released,The Edge,6.7,349
250000,2255,Chasing Amy,12021272,4/4/1997,4,1997,20.601483,113,Released,Chasing Amy,6.7,433
8000000,26306,Prefontaine,589304,1/24/1997,24,1997,8.717235,106,Released,Prefontaine,6.7,21
0,34941,The Last Time I Committed Suicide,0,6/20/1997,20,1997,0.596889,92,Released,The Last Time I Committed Suicide,6.7,7
36000000,2163,Breakdown,50159144,5/2/1997,2,1997,9.176339,95,Released,Breakdown,6.6,198
15000000,2142,Cop Land,44862187,8/15/1997,15,1997,19.284129,104,Released,Cop Land,6.6,382
35000000,9311,Smilla's Sense of Snow,0,2/13/1997,13,1997,5.419181,121,Released,Smilla's Sense of Snow,6.6,60
0,29461,Soul Food,0,9/26/1997,26,1997,4.105363,114,Released,Soul Food,6.6,19
75000000,1701,Con Air,224012234,6/1/1997,1,1997,45.154631,115,Released,Con Air,6.5,1270
75000000,8834,Conspiracy Theory,136982834,8/7/1997,7,1997,22.179658,135,Released,Conspiracy Theory,6.5,431
16500000,816,Austin Powers: International Man of Mystery,67683989,5/2/1997,2,1997,36.15716,94,Released,Austin Powers: International Man of Mystery,6.5,1013
60000000,8413,Event Horizon,26673242,8/15/1997,15,1997,29.787135,96,Released,Event Horizon,6.5,742
20000000,9414,The Man Who Knew Too Little,13801755,11/14/1997,14,1997,6.397042,97,Released,The Man Who Knew Too Little,6.5,125
0,55306,Ulee's Gold,0,6/13/1997,13,1997,0.93392,112,Released,Ulee's Gold,6.5,19
45000000,1624,Liar Liar,181000000,3/21/1997,21,1997,26.721386,86,Released,Liar Liar,6.4,1424
50000000,66,Absolute Power,50068310,2/14/1997,14,1997,13.576765,121,Released,Absolute Power,6.4,223
0,64559,Rien ne va plus,0,10/15/1997,15,1997,0.627964,105,Released,The Swindle,6.4,5
38000000,8874,My Best Friend's Wedding,299288605,6/19/1997,19,1997,15.401855,105,Released,My Best Friend's Wedding,6.3,584
35000000,8197,Midnight in the Garden of Good and Evil,25105255,11/21/1997,21,1997,5.525544,155,Released,Midnight in the Garden of Good and Evil,6.3,157
12716953,10622,一個好人,18814720,1/31/1997,31,1997,7.077505,113,Released,Mr. Nice Guy,6.3,128
25000000,11676,Nothing to Lose,0,7/18/1997,18,1997,8.618208,97,Released,Nothing to Lose,6.3,174
0,22913,24 7: Twenty Four Seven,0,8/31/1997,31,1997,0.744406,96,Released,24 7: Twenty Four Seven,6.3,10
35000000,10806,In & Out,0,9/10/1997,10,1997,11.897925,90,Released,In & Out,6.3,177
0,15800,Trekkies,0,10/18/1997,18,1997,2.77754,86,Released,Trekkies,6.3,22
85000000,9772,Air Force One,315156409,7/25/1997,25,1997,36.38795,124,Released,Air Force One,6.2,840
73000000,330,The Lost World: Jurassic Park,229074524,5/23/1997,23,1997,2.502487,129,Released,The Lost World: Jurassic Park,6.2,2487
27000000,9437,Kiss the Girls,60527873,10/3/1997,3,1997,18.913,115,Released,Kiss the Girls,6.2,345
0,39780,Oscar and Lucinda,0,12/31/1997,31,1997,0.139384,132,Released,Oscar and Lucinda,6.2,25
1000000,8675,Orgazmo,0,9/6/1997,6,1997,5.06516,94,Released,Orgazmo,6.2,115
24000000,4233,Scream 2,172363301,12/9/1997,9,1997,35.244037,120,Released,Scream 2,6.1,840
60000000,4824,The Jackal,159330280,11/14/1997,14,1997,19.747459,124,Released,The Jackal,6.1,527
80000000,9922,The Postman,17626234,12/25/1997,25,1997,14.564667,177,Released,The Postman,6.1,299
5000000,2895,The Apostle,0,10/9/1997,9,1997,4.227807,134,Released,The Apostle,6.1,38
0,45153,Eve's Bayou,0,9/7/1997,7,1997,1.126941,109,Released,Eve's Bayou,6.1,27
0,61337,Critical Care,0,10/31/1997,31,1997,2.678715,107,Released,Critical Care,6.1,9
110000000,714,Tomorrow Never Dies,333011068,12/11/1997,11,1997,42.887121,119,Released,Tomorrow Never Dies,6,925
50000000,4421,G.I. Jane,48169156,8/22/1997,22,1997,19.434672,125,Released,G.I. Jane,6,395
26000000,9092,Snow White: A Tale of Terror,0,7/18/1997,18,1997,4.810621,100,Released,Snow White: A Tale of Terror,6,62
0,90414,"I Love You, Don't Touch Me!",0,1/21/1997,21,1997,0.020839,86,Released,"I Love You, Don't Touch Me!",6,1
70000000,8078,Alien: Resurrection,162000000,11/12/1997,12,1997,37.44963,109,Released,Alien: Resurrection,5.9,1365
90000000,4477,The Devil's Own,140807547,3/12/1997,12,1997,15.350451,107,Released,The Devil's Own,5.9,290
68000000,10003,The Saint,118063304,4/3/1997,3,1997,20.913852,116,Released,The Saint,5.9,302
50000000,9770,Mad City,10541523,11/7/1997,7,1997,3.314004,114,Released,Mad City,5.9,81
0,9416,Money Talks,0,8/22/1997,22,1997,7.615653,97,Released,Money Talks,5.9,87
60000000,11015,The Relic,33956608,1/10/1997,10,1997,12.621769,110,Released,The Relic,5.8,130
37000000,10871,Switchback,6482195,10/31/1997,31,1997,4.131546,118,Released,Switchback,5.8,52
50000000,6623,The Peacemaker,0,9/26/1997,26,1997,15.931084,124,Released,The Peacemaker,5.8,255
29000000,9449,The Borrowers,0,12/5/1997,5,1997,10.364582,86,Released,The Borrowers,5.8,135
116000000,9619,Dante's Peak,178127760,2/7/1997,7,1997,16.90444,108,Released,Dante's Peak,5.7,428
17000000,3597,I Know What You Did Last Summer,125586134,10/17/1997,17,1997,27.654472,100,Released,I Know What You Did Last Summer,5.6,687
0,55561,Clockwatchers,0,1/1/1997,1,1997,1.196943,96,Released,Clockwatchers,5.6,13
28000000,17834,A Simple Wish,8345056,7/11/1997,11,1997,1.767479,86,Released,A Simple Wish,5.5,46
1000000,32456,Two Girls and a Guy,2057193,9/7/1997,7,1997,4.86805,84,Released,Two Girls and a Guy,5.4,24
0,13982,8 Heads in a Duffel Bag,0,4/18/1997,18,1997,5.016607,95,Released,8 Heads in a Duffel Bag,5.4,39
55000000,10603,George of the Jungle,0,7/15/1997,15,1997,22.573237,92,Released,George of the Jungle,5.4,496
80000000,9574,Flubber,177977226,11/26/1997,26,1997,11.50396,93,Released,Flubber,5.3,695
3000000,20737,Air Bud,23144499,8/1/1997,1,1997,11.241802,98,Released,Air Bud,5.3,106
0,28353,How to Be a Player,13960203,8/6/1997,6,1997,1.20245,93,Released,Def Jam's How to Be a Player,5.3,8
0,115872,La femme de chambre du Titanic,0,10/10/1997,10,1997,1.031142,100,Released,The Chambermaid on the Titanic,5.3,3
55000000,34314,Turbulence,11466088,1/9/1997,9,1997,4.700024,100,Released,Turbulence,5.2,62
90000000,10357,Volcano,0,4/25/1997,25,1997,19.836124,104,Released,Volcano,5.2,376
40000000,10336,Spawn,87840042,7/31/1997,31,1997,19.833664,96,Released,Spawn,5,336
250000,70687,The Sticky Fingers of Time,0,6/6/1997,6,1997,0.130169,90,Released,The Sticky Fingers of Time,4.8,3
0,125052,Hurricane Streets,0,1/21/1997,21,1997,0.36447,86,Released,Hurricane Streets,4.8,4
45000000,9360,Anaconda,136885767,4/11/1997,11,1997,27.684779,89,Released,Anaconda,4.7,610
25000000,6116,Spice World,100000000,12/19/1997,19,1997,6.889437,93,Released,Spice World,4.7,123
0,49478,Warriors of Virtue,0,5/2/1997,2,1997,0.912395,103,Released,Warriors of Virtue,4.7,9
16000000,8854,Steel,1686429,8/15/1997,15,1997,2.848727,97,Released,Steel,4.3,48
125000000,415,Batman & Robin,238207122,6/20/1997,20,1997,50.073575,125,Released,Batman & Robin,4.2,1418
160000000,1639,Speed 2: Cruise Control,164508066,6/13/1997,13,1997,23.336875,121,Released,Speed 2: Cruise Control,4.1,434
45000000,38153,Shadow Conspiracy,2154540,1/31/1997,31,1997,3.848893,103,Released,Shadow Conspiracy,4,11
30000000,9823,Mortal Kombat: Annihilation,51376861,11/21/1997,21,1997,11.916389,95,Released,Mortal Kombat: Annihilation,3.8,221
0,51955,Hav Plenty,0,9/11/1997,11,1997,0.003142,92,Released,Hav Plenty,0,0
0,78373,"Dancer, Texas Pop. 81",565592,5/1/1998,1,1998,0.376662,97,Released,"Dancer, Texas Pop. 81",10,1
0,89861,Stiff Upper Lips,0,6/12/1998,12,1998,0.356495,99,Released,Stiff Upper Lips,10,1
20000000,73,American History X,23875127,10/30/1998,30,1998,73.567232,119,Released,American History X,8.2,3016
0,161795,Déjà Vu,0,4/22/1998,22,1998,0.605645,117,Released,Déjà Vu,8,1
70000000,857,Saving Private Ryan,481840909,7/24/1998,24,1998,76.041867,169,Released,Saving Private Ryan,7.9,5048
60000000,37165,The Truman Show,264118201,6/4/1998,4,1998,56.488027,103,Released,The Truman Show,7.8,4537
15000000,115,The Big Lebowski,46189568,3/6/1998,6,1998,49.230089,117,Released,The Big Lebowski,7.8,2926
1300000,309,Festen,0,5/20/1998,20,1998,10.240917,105,Released,The Celebration,7.7,207
90000000,10674,Mulan,304320254,6/18/1998,18,1998,67.427755,88,Released,Mulan,7.6,2008
2900000,666,Central do Brasil,5596708,1/16/1998,16,1998,5.928937,113,Released,Central Station,7.6,126
9000000,11545,Rushmore,17096053,9/17/1998,17,1998,18.289303,93,Released,Rushmore,7.5,676
1350000,100,"Lock, Stock and Two Smoking Barrels",3897569,3/5/1998,5,1998,16.032594,105,Released,"Lock, Stock and Two Smoking Barrels",7.5,1648
250,51942,I Married a Strange Person!,203,8/28/1998,28,1998,0.293649,72,Released,I Married a Strange Person!,7.5,12
3000000,10683,Happiness,2807390,10/16/1998,16,1998,10.757539,139,Released,Happiness,7.4,194
0,10162,Waking Ned,0,9/15/1998,15,1998,5.735912,91,Released,Waking Ned,7.4,54
18000000,14283,The Red Violin,9495408,9/10/1998,10,1998,6.18869,131,Released,The Red Violin,7.3,99
52000000,8741,The Thin Red Line,98126565,12/25/1998,25,1998,40.072583,170,Released,The Thin Red Line,7.2,771
27000000,2666,Dark City,27200316,2/27/1998,27,1998,39.324831,100,Released,Dark City,7.2,828
18500000,1878,Fear and Loathing in Las Vegas,10680275,5/22/1998,22,1998,44.511363,118,Released,Fear and Loathing in Las Vegas,7.2,1301
1530000,104,Lola rennt,7267585,8/20/1998,20,1998,27.36562,81,Released,Run Lola Run,7.2,664
30000000,4518,Elizabeth,82150642,9/13/1998,13,1998,14.179538,124,Released,Elizabeth,7.1,334
60000,473,Pi,3221152,7/10/1998,10,1998,27.788067,84,Released,Pi,7.1,586
1500000,9464,Buffalo '66,2375097,1/20/1998,20,1998,10.009994,110,Released,Buffalo '66,7.1,166
0,9821,The Mighty,0,10/23/1998,23,1998,5.497682,100,Released,The Mighty,7.1,51
50000000,10312,Patch Adams,202292902,12/25/1998,25,1998,35.537397,115,Released,Patch Adams,7,832
0,17044,The Land Girls,0,9/25/1998,25,1998,1.278092,111,Released,The Land Girls,7,3
90000000,297,Meet Joe Black,142940100,11/12/1998,12,1998,36.069611,178,Released,Meet Joe Black,6.9,1147
40000000,18937,Quest for Camelot,38172500,5/15/1998,15,1998,16.059443,86,Released,Quest for Camelot,6.9,190
12000000,10220,Rounders,22921898,9/11/1998,11,1998,18.422008,121,Released,Rounders,6.9,439
0,1808,Velvet Goldmine,1053788,10/23/1998,23,1998,10.932711,119,Released,Velvet Goldmine,6.9,116
0,9441,Stepmom,0,12/25/1998,25,1998,16.368283,124,Released,Stepmom,6.9,277
0,10223,A Simple Plan,0,12/11/1998,11,1998,10.178917,121,Released,A Simple Plan,6.9,187
120000000,9487,A Bug's Life,363258859,11/25/1998,25,1998,87.350802,95,Released,A Bug's Life,6.8,2303
25000000,1934,Shakespeare in Love,289317794,12/11/1998,11,1998,31.792964,122,Released,Shakespeare in Love,6.8,796
70000000,9837,The Prince of Egypt,218613188,12/15/1998,15,1998,29.464852,99,Released,The Prince of Egypt,6.8,817
85000000,12159,What Dreams May Come,71485043,10/2/1998,2,1998,21.891078,113,Released,What Dreams May Come,6.8,577
26000000,9454,EverAfter,65705772,7/31/1998,31,1998,21.988861,121,Released,Ever After: A Cinderella Story,6.8,399
50000000,9631,The Negotiator,44547681,7/29/1998,29,1998,28.725621,140,Released,The Negotiator,6.8,582
10000000,3033,Gods and Monsters,6451628,1/21/1998,21,1998,5.588652,105,Released,Gods and Monsters,6.8,81
0,65749,"Tango, no me dejes nunca",0,2/12/1998,12,1998,0.425551,115,Released,Tango,6.8,6
90000000,9798,Enemy of the State,250649836,11/20/1998,20,1998,41.207568,132,Released,Enemy of the State,6.7,1240
60000000,547,The Horse Whisperer,186883563,5/14/1998,14,1998,12.867352,170,Released,The Horse Whisperer,6.7,292
55000000,8195,Ronin,41610884,9/25/1998,25,1998,32.657488,122,Released,Ronin,6.7,658
25000000,9469,He Got Game,21567853,5/1/1998,1,1998,10.232599,136,Released,He Got Game,6.7,134
1,37532,Slam,0,10/7/1998,7,1998,0.29245,100,Released,Slam,6.7,7
66000000,846,The X Files,189198313,6/19/1998,19,1998,18.59991,121,Released,The X Files,6.6,488
0,7504,1947: Earth,528972,9/16/1998,16,1998,1.246883,101,Released,Earth,6.6,9
0,8545,Little Voice,0,11/5/1998,5,1998,4.647547,97,Released,Little Voice,6.6,61
0,20862,Smoke Signals,0,1/16/1998,16,1998,2.304552,89,Released,Smoke Signals,6.6,24
23000000,544,There's Something About Mary,369884651,7/15/1998,15,1998,57.110486,119,Released,There's Something About Mary,6.5,1590
45000000,36647,Blade,131183530,8/21/1998,21,1998,43.815492,120,Released,Blade,6.5,1905
48000000,1389,Out of Sight,77745568,6/26/1998,26,1998,16.000178,123,Released,Out of Sight,6.5,333
6000000,10215,Sliding Doors,58000000,4/23/1998,23,1998,15.639016,99,Released,Sliding Doors,6.5,354
20000000,22796,Simon Birch,18253415,9/11/1998,11,1998,11.090254,114,Released,Simon Birch,6.5,52
5000000,14662,Slums of Beverly Hills,0,8/14/1998,14,1998,6.308298,91,Released,Slums of Beverly Hills,6.5,44
0,14577,Dirty Work,0,6/12/1998,12,1998,9.066881,82,Released,Dirty Work,6.5,66
140000000,95,Armageddon,553799566,7/1/1998,1,1998,58.485967,151,Released,Armageddon,6.4,2482
55000000,795,City of Angels,198685114,4/10/1998,10,1998,21.272734,114,Released,City of Angels,6.4,529
8000000,9490,Half Baked,17460020,1/16/1998,16,1998,7.894489,82,Released,Half Baked,6.4,177
0,19848,The Players Club,0,4/8/1998,8,1998,5.769822,104,Released,The Players Club,6.4,14
140000000,944,Lethal Weapon 4,285444603,7/10/1998,10,1998,24.855701,127,Released,Lethal Weapon 4,6.3,767
65000000,9489,You've Got Mail,250821495,12/17/1998,17,1998,28.540267,119,Released,You've Got Mail,6.3,838
95000000,9342,The Mask of Zorro,250288523,7/16/1998,16,1998,31.086791,136,Released,The Mask of Zorro,6.3,1183
70000000,200,Star Trek: Insurrection,118000000,12/10/1998,10,1998,19.711951,103,Released,Star Trek: Insurrection,6.3,391
20000000,617,Wild Things,67200000,3/20/1998,20,1998,25.041992,108,Released,Wild Things,6.3,444
75000000,6435,Practical Magic,46683377,10/16/1998,16,1998,15.142701,104,Released,Practical Magic,6.3,338
30000000,9452,Bulworth,29202884,5/15/1998,15,1998,4.52363,108,Released,Bulworth,6.3,66
0,9313,The Man in the Iron Mask,0,3/12/1998,12,1998,28.98027,132,Released,The Man in the Iron Mask,6.3,1018
0,91076,Illuminata,0,5/21/1998,21,1998,0.111313,119,Released,Illuminata,6.3,7
0,26618,Clay Pigeons,0,9/25/1998,25,1998,4.221313,104,Released,Clay Pigeons,6.3,39
0,16155,Safe Men,0,8/17/1998,17,1998,1.190729,88,Released,Safe Men,6.3,16
40000000,11551,Small Soldiers,54682547,7/10/1998,10,1998,23.088571,110,Released,Small Soldiers,6.2,511
15000000,9276,The Faculty,40283321,12/25/1998,25,1998,21.535126,104,Released,The Faculty,6.2,492
30000000,10029,Very Bad Things,9898412,9/11/1998,11,1998,5.671691,100,Released,Very Bad Things,6.2,179
25000000,22256,Without Limits,777423,9/11/1998,11,1998,3.849873,117,Released,Without Limits,6.2,19
0,53113,One True Thing,0,9/18/1998,18,1998,2.644427,127,Released,One True Thing,6.2,27
